# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Mon Aug 04 00:47:14 EEST 2014
Model	MSE	Average	Deviation	R
MLPerceptron			434.36898	20.84152	15.16625	0.70675
