site_id;latitude;longitude
RM069V1;41.859028;12.419028
RM069V2;41.859028;12.419028
RM074V1;41.877666;12.425694
RM074V2;41.877666;12.425694
RM074V3;41.877666;12.425694
RM076V1;41.884167;12.421167
RM076V2;41.884167;12.421167
RM076V3;41.884167;12.421167
RM077V1;41.88414;12.38425
RM077V2;41.88414;12.38425
RM077V3;41.88414;12.38425
RM078V1;41.89867;12.385333
RM078V2;41.89867;12.385333
RM078V3;41.89867;12.385333
RM079V1;41.903557;12.420806
RM079V2;41.903557;12.420806
RM079V3;41.903557;12.420806
RM080V1;41.913864;12.414166
RM080V2;41.913864;12.414166
RM080V3;41.913864;12.414166
RM081V1;41.898781;12.427945
RM081V2;41.898781;12.427945
RM081V3;41.898781;12.427945
RM082V1;41.897835;12.442417
RM082V2;41.897835;12.442417
RM082V3;41.897835;12.442417
RM085V1;41.889252;12.447194
RM085V2;41.889252;12.447194
RM092V1;41.925278;12.423889
RM092V2;41.925278;12.423889
RM092V3;41.925278;12.423889
RM093V1;41.921169;12.415833
RM093V2;41.921169;12.415833
RM093V3;41.921169;12.415833
RM094V1;41.917889;12.376278
RM094V2;41.917889;12.376278
RM094V3;41.917889;12.376278
RM148V1;41.875969;12.39425
RM148V2;41.875969;12.39425
RM148V3;41.875969;12.39425
RM215V1;41.895111;12.417945
RM215V2;41.895111;12.417945
RM215V3;41.895111;12.417945
RM348V1;41.85025;12.429
RM348V2;41.85025;12.429
RM348V3;41.85025;12.429
RM361V1;41.911613;12.39625
RM361V2;41.911613;12.39625
RM361V3;41.911613;12.39625
RM364V1;41.903809;12.411333
RM364V2;41.903809;12.411333
RM364V3;41.903809;12.411333
RM463V1;41.881248;12.34775
RM463V2;41.881248;12.34775
RM463V3;41.881248;12.34775
RM067U1;41.8465;12.433195
RM067U2;41.8465;12.433195
RM068U1;41.841972;12.428167
RM068U2;41.841972;12.428167
RM068U3;41.841972;12.428167
RM069U1;41.859028;12.419028
RM069U2;41.859028;12.419028
RM074U1;41.877666;12.425694
RM074U2;41.877666;12.425694
RM074U3;41.877666;12.425694
RM076U1;41.884167;12.421167
RM076U2;41.884167;12.421167
RM076U3;41.884167;12.421167
RM077U1;41.88414;12.38425
RM077U2;41.88414;12.38425
RM077U3;41.88414;12.38425
RM078U1;41.89867;12.385333
RM078U2;41.89867;12.385333
RM078U3;41.89867;12.385333
RM079U1;41.903557;12.420806
RM079U2;41.903557;12.420806
RM079U3;41.903557;12.420806
RM080U1;41.913864;12.414166
RM080U2;41.913864;12.414166
RM080U3;41.913864;12.414166
RM081U1;41.898781;12.427945
RM081U2;41.898781;12.427945
RM081U3;41.898781;12.427945
RM082U1;41.897835;12.442417
RM082U2;41.897835;12.442417
RM082U3;41.897835;12.442417
RM085U1;41.889252;12.447194
RM085U2;41.889252;12.447194
RM092U1;41.925278;12.423889
RM092U2;41.925278;12.423889
RM092U3;41.925278;12.423889
RM093U1;41.921169;12.415833
RM093U2;41.921169;12.415833
RM093U3;41.921169;12.415833
RM094U1;41.917889;12.376278
RM094U2;41.917889;12.376278
RM094U3;41.917889;12.376278
RM148U1;41.875969;12.39425
RM148U2;41.875969;12.39425
RM148U3;41.875969;12.39425
RM215U1;41.895111;12.417945
RM215U2;41.895111;12.417945
RM215U3;41.895111;12.417945
RM348U1;41.85025;12.429
RM348U2;41.85025;12.429
RM348U3;41.85025;12.429
RM361U1;41.911613;12.39625
RM361U2;41.911613;12.39625
RM361U3;41.911613;12.39625
RM364U1;41.903809;12.411333
RM364U2;41.903809;12.411333
RM364U3;41.903809;12.411333
RM463U1;41.881248;12.34775
RM463U2;41.881248;12.34775
RM463U3;41.881248;12.34775
RM580U1;41.89875;12.434916
RM580U2;41.89875;12.434916
RM580U3;41.89875;12.434916
RM605U1;41.910584;12.422029
RM605U2;41.910584;12.422029
RM605U3;41.910584;12.422029
RM612U1;41.932472;12.419611
RM612U2;41.932472;12.419611
RM612U3;41.932472;12.419611
RM650U1;41.915253;12.354611
RM650U2;41.915253;12.354611
RM650U3;41.915253;12.354611
RM766U1;41.927917;12.3755
RM766U2;41.927917;12.3755
RM766U3;41.927917;12.3755
RM605V1;41.910584;12.422029
RM605V2;41.910584;12.422029
RM605V3;41.910584;12.422029
RM612V1;41.932472;12.419611
RM612V2;41.932472;12.419611
RM612V3;41.932472;12.419611
RM650V1;41.915253;12.354611
RM650V2;41.915253;12.354611
RM650V3;41.915253;12.354611
RM766V1;41.927917;12.3755
RM766V2;41.927917;12.3755
RM766V3;41.927917;12.3755
RM842V1;41.906281;12.390667
RM842V2;41.906281;12.390667
RM842V3;41.906281;12.390667
RM920V1;41.901916;12.441112
RM920V2;41.901916;12.441112
RM920V3;41.901916;12.441112
RM921V1;41.904278;12.426417
RM921V2;41.904278;12.426417
RM921V3;41.904278;12.426417
RM802U1;41.872139;12.364639
RM802U2;41.872139;12.364639
RM802U3;41.872139;12.364639
RM809U1;41.887917;12.410916
RM809U2;41.887917;12.410916
RM809U3;41.887917;12.410916
RM842U1;41.906281;12.390667
RM842U2;41.906281;12.390667
RM842U3;41.906281;12.390667
RM802V1;41.872139;12.364639
RM802V2;41.872139;12.364639
RM802V3;41.872139;12.364639
RM809V1;41.887917;12.410916
RM809V2;41.887917;12.410916
RM809V3;41.887917;12.410916
RM580V1;41.89875;12.434916
RM580V2;41.89875;12.434916
RM580V3;41.89875;12.434916
RM920U1;41.901916;12.441112
RM920U2;41.901916;12.441112
RM920U3;41.901916;12.441112
RM921U1;41.904278;12.426417
RM921U2;41.904278;12.426417
RM921U3;41.904278;12.426417
RM080W1;41.913864;12.414166
RM080W2;41.913864;12.414166
RM080W3;41.913864;12.414166
RM094W1;41.917889;12.376278
RM094W2;41.917889;12.376278
RM094W3;41.917889;12.376278
RM605W1;41.910584;12.422029
RM605W2;41.910584;12.422029
RM605W3;41.910584;12.422029
RM612W1;41.932472;12.419611
RM612W2;41.932472;12.419611
RM612W3;41.932472;12.419611
RM077W1;41.88414;12.38425
RM077W2;41.88414;12.38425
RM077W3;41.88414;12.38425
RM361W1;41.911613;12.39625
RM361W2;41.911613;12.39625
RM361W3;41.911613;12.39625
RM048W1;41.860111;12.457305
RM048W2;41.860111;12.457305
RM048W3;41.860111;12.457305
RM079W1;41.903557;12.420806
RM079W2;41.903557;12.420806
RM079W3;41.903557;12.420806
RM081W1;41.898781;12.427945
RM081W2;41.898781;12.427945
RM081W3;41.898781;12.427945
RM082W1;41.897835;12.442417
RM082W2;41.897835;12.442417
RM082W3;41.897835;12.442417
RM050W1;41.854748;12.451056
RM050W2;41.854748;12.451056
RM348W1;41.85025;12.429
RM348W2;41.85025;12.429
RM348W3;41.85025;12.429
RM067W1;41.8465;12.433195
RM067W2;41.8465;12.433195
RM364W1;41.903809;12.411333
RM364W2;41.903809;12.411333
RM364W3;41.903809;12.411333
RM580W1;41.89875;12.434916
RM580W2;41.89875;12.434916
RM580W3;41.89875;12.434916
RM650W1;41.915253;12.354611
RM650W2;41.915253;12.354611
RM650W3;41.915253;12.354611
RM809W1;41.887917;12.410916
RM809W2;41.887917;12.410916
RM809W3;41.887917;12.410916
RM921W1;41.904278;12.426417
RM921W2;41.904278;12.426417
RM921W3;41.904278;12.426417
RM766W1;41.927917;12.3755
RM766W2;41.927917;12.3755
RM766W3;41.927917;12.3755
RM842W1;41.906281;12.390667
RM842W2;41.906281;12.390667
RM842W3;41.906281;12.390667
RM093W1;41.921169;12.415833
RM093W2;41.921169;12.415833
RM093W3;41.921169;12.415833
RM068W1;41.841972;12.428167
RM068W2;41.841972;12.428167
RM068W3;41.841972;12.428167
RM069W1;41.859028;12.419028
RM069W2;41.859028;12.419028
RM802W1;41.872139;12.364639
RM802W2;41.872139;12.364639
RM802W3;41.872139;12.364639
RM085W1;41.889252;12.447194
RM085W2;41.889252;12.447194
RM215W1;41.895111;12.417945
RM215W2;41.895111;12.417945
RM215W3;41.895111;12.417945
RM074W1;41.877666;12.425694
RM074W2;41.877666;12.425694
RM074W3;41.877666;12.425694
RM076W1;41.884167;12.421167
RM076W2;41.884167;12.421167
RM076W3;41.884167;12.421167
RM078W1;41.89867;12.385333
RM078W2;41.89867;12.385333
RM078W3;41.89867;12.385333
RM092W1;41.925278;12.423889
RM092W2;41.925278;12.423889
RM092W3;41.925278;12.423889
RM148W1;41.875969;12.39425
RM148W2;41.875969;12.39425
RM148W3;41.875969;12.39425
RM463W1;41.881248;12.34775
RM463W2;41.881248;12.34775
RM463W3;41.881248;12.34775
RM045W1;41.861359;12.452583
RM045W2;41.861359;12.452583
RM045W3;41.861359;12.452583
RM193V1;41.939446;12.625334
RM193V2;41.939446;12.625334
RM193V3;41.939446;12.625334
RM216V1;41.861942;12.684972
RM216V2;41.861942;12.684972
RM216V3;41.861942;12.684972
RM217V1;41.855747;12.676028
RM217V2;41.855747;12.676028
RM217V3;41.855747;12.676028
RM219V1;41.867638;12.641861
RM219V2;41.867638;12.641861
RM219V3;41.867638;12.641861
RM280V1;41.955223;12.642583
RM280V2;41.955223;12.642583
RM280V3;41.955223;12.642583
RM281V1;41.918114;12.667084
RM281V2;41.918114;12.667084
RM281V3;41.918114;12.667084
RM317V1;41.926529;12.636611
RM317V2;41.926529;12.636611
RM317V3;41.926529;12.636611
RM431V1;41.880528;12.697083
RM431V2;41.880528;12.697083
RM431V3;41.880528;12.697083
RM432V1;41.904308;12.692555
RM432V2;41.904308;12.692555
RM432V3;41.904308;12.692555
RM193U1;41.939446;12.625334
RM193U2;41.939446;12.625334
RM193U3;41.939446;12.625334
RM216U1;41.861942;12.684972
RM216U2;41.861942;12.684972
RM216U3;41.861942;12.684972
RM217U1;41.855747;12.676028
RM217U2;41.855747;12.676028
RM217U3;41.855747;12.676028
RM219U1;41.867638;12.641861
RM219U2;41.867638;12.641861
RM219U3;41.867638;12.641861
RM280U1;41.955223;12.642583
RM280U2;41.955223;12.642583
RM280U3;41.955223;12.642583
RM281U1;41.918114;12.667084
RM281U2;41.918114;12.667084
RM281U3;41.918114;12.667084
RM317U1;41.926529;12.636611
RM317U2;41.926529;12.636611
RM317U3;41.926529;12.636611
RM431U1;41.880528;12.697083
RM431U2;41.880528;12.697083
RM431U3;41.880528;12.697083
RM432U1;41.904308;12.692555
RM432U2;41.904308;12.692555
RM432U3;41.904308;12.692555
RM635U1;41.865639;12.6565
RM635U2;41.865639;12.6565
RM635U3;41.865639;12.6565
RM748U1;41.917973;12.742361
RM748U2;41.917973;12.742361
RM748U3;41.917973;12.742361
RM761U1;41.862442;12.667723
RM761U2;41.862442;12.667723
RM761U3;41.862442;12.667723
RM762U1;41.86747;12.674389
RM762U2;41.86747;12.674389
RM762U3;41.86747;12.674389
RM763U1;41.869469;12.679361
RM763U2;41.869469;12.679361
RM763U3;41.869469;12.679361
RM635V1;41.865639;12.6565
RM635V2;41.865639;12.6565
RM635V3;41.865639;12.6565
RM748V1;41.917973;12.742361
RM748V2;41.917973;12.742361
RM748V3;41.917973;12.742361
RM761V1;41.862442;12.667723
RM761V2;41.862442;12.667723
RM761V3;41.862442;12.667723
RM762V1;41.86747;12.674389
RM762V2;41.86747;12.674389
RM762V3;41.86747;12.674389
RM763V1;41.869469;12.679361
RM763V2;41.869469;12.679361
RM763V3;41.869469;12.679361
RM866V1;41.874527;12.652194
RM866V2;41.874527;12.652194
RM866V3;41.874527;12.652194
RM872V1;41.853249;12.637138
RM872V2;41.853249;12.637138
RM872V3;41.853249;12.637138
RM877V1;41.913334;12.661111
RM898V1;41.916641;12.715583
RM898V2;41.916641;12.715583
RM898V3;41.916641;12.715583
RM936V1;41.854359;12.649805
RM936V2;41.854359;12.649805
RM936V3;41.854359;12.649805
RM780U1;41.86261;12.644278
RM780U2;41.86261;12.644278
RM780U3;41.86261;12.644278
RM784U1;41.912724;12.662
RM784U2;41.912724;12.662
RM784U3;41.912724;12.662
RM799U1;41.890472;12.677861
RM799U2;41.890472;12.677861
RM799U3;41.890472;12.677861
RM800U1;41.931473;12.645861
RM800U2;41.931473;12.645861
RM800U3;41.931473;12.645861
RM866U1;41.874527;12.652194
RM866U2;41.874527;12.652194
RM866U3;41.874527;12.652194
RM872U1;41.853249;12.637138
RM872U2;41.853249;12.637138
RM872U3;41.853249;12.637138
RM877U1;41.913334;12.661111
RM898U1;41.916641;12.715583
RM898U2;41.916641;12.715583
RM898U3;41.916641;12.715583
RM780V1;41.86261;12.644278
RM780V2;41.86261;12.644278
RM780V3;41.86261;12.644278
RM784V1;41.912724;12.662
RM784V2;41.912724;12.662
RM784V3;41.912724;12.662
RM799V1;41.890472;12.677861
RM799V2;41.890472;12.677861
RM799V3;41.890472;12.677861
RM800V1;41.931473;12.645861
RM800V2;41.931473;12.645861
RM800V3;41.931473;12.645861
RM936U1;41.854359;12.649805
RM936U2;41.854359;12.649805
RM936U3;41.854359;12.649805
RM219W1;41.867638;12.641861
RM219W2;41.867638;12.641861
RM219W3;41.867638;12.641861
RM635W1;41.865639;12.6565
RM635W2;41.865639;12.6565
RM635W3;41.865639;12.6565
RM762W1;41.86747;12.674389
RM762W2;41.86747;12.674389
RM762W3;41.86747;12.674389
RM799W1;41.890472;12.677861
RM799W2;41.890472;12.677861
RM799W3;41.890472;12.677861
RM898W1;41.916641;12.715583
RM898W2;41.916641;12.715583
RM898W3;41.916641;12.715583
RM217W1;41.855747;12.676028
RM217W2;41.855747;12.676028
RM217W3;41.855747;12.676028
RM281W1;41.918114;12.667084
RM281W2;41.918114;12.667084
RM281W3;41.918114;12.667084
RM866W1;41.874527;12.652194
RM866W2;41.874527;12.652194
RM866W3;41.874527;12.652194
RM780W1;41.86261;12.644278
RM780W2;41.86261;12.644278
RM780W3;41.86261;12.644278
RM216W1;41.861942;12.684972
RM216W2;41.861942;12.684972
RM216W3;41.861942;12.684972
RM432W1;41.904308;12.692555
RM432W2;41.904308;12.692555
RM432W3;41.904308;12.692555
RM872W1;41.853249;12.637138
RM872W2;41.853249;12.637138
RM872W3;41.853249;12.637138
RM761W1;41.862442;12.667723
RM761W2;41.862442;12.667723
RM761W3;41.862442;12.667723
RM763W1;41.869469;12.679361
RM763W2;41.869469;12.679361
RM763W3;41.869469;12.679361
RM936W1;41.854359;12.649805
RM936W2;41.854359;12.649805
RM936W3;41.854359;12.649805
RM748W1;41.917973;12.742361
RM748W2;41.917973;12.742361
RM748W3;41.917973;12.742361
RM280W1;41.955223;12.642583
RM280W2;41.955223;12.642583
RM280W3;41.955223;12.642583
RM431W1;41.880528;12.697083
RM431W2;41.880528;12.697083
RM431W3;41.880528;12.697083
RM784W1;41.912724;12.662
RM784W2;41.912724;12.662
RM784W3;41.912724;12.662
RM193W1;41.939446;12.625334
RM193W2;41.939446;12.625334
RM193W3;41.939446;12.625334
RM001D1;41.904198;12.483611
RM001D2;41.904198;12.483611
RM001D3;41.904198;12.483611
RM002D1;41.906029;12.488
RM002D2;41.906029;12.488
RM003D1;41.896141;12.472055
RM003D2;41.896141;12.472055
RM003D3;41.896141;12.472055
RM004D1;41.895058;12.47925
RM004D2;41.895058;12.47925
RM004D3;41.895058;12.47925
RM005D1;41.903473;12.477611
RM005D2;41.903473;12.477611
RM006D1;41.900169;12.484112
RM006D2;41.900169;12.484112
RM006D3;41.900169;12.484112
RM007D2;41.898724;12.48875
RM012D1;41.895946;12.494361
RM012D2;41.895946;12.494361
RM012D3;41.895946;12.494361
RM013D1;41.89167;12.492695
RM013D2;41.89167;12.492695
RM013D3;41.89167;12.492695
RM014D1;41.912056;12.470333
RM014D2;41.912056;12.470333
RM014D3;41.912056;12.470333
RM015D1;41.890278;12.473361
RM015D2;41.890278;12.473361
RM015D3;41.890278;12.473361
RM016D1;41.892056;12.468694
RM016D2;41.892056;12.468694
RM017D1;41.896809;12.477888
RM017D2;41.896809;12.477888
RM017D3;41.896809;12.477888
RM018D1;41.900585;12.472388
RM018D2;41.900585;12.472388
RM018D3;41.900585;12.472388
RM019D1;41.902725;12.460305
RM019D2;41.902725;12.460305
RM019D3;41.902725;12.460305
RM020D1;41.906555;12.458583
RM020D2;41.906555;12.458583
RM020D3;41.906555;12.458583
RM021D1;41.895668;12.452639
RM021D2;41.895668;12.452639
RM021D3;41.895668;12.452639
RM023D1;41.909973;12.464389
RM023D2;41.909973;12.464389
RM023D3;41.909973;12.464389
RM024D1;41.917835;12.473139
RM024D2;41.917835;12.473139
RM024D3;41.917835;12.473139
RM025D1;41.913475;12.459416
RM025D2;41.913475;12.459416
RM025D3;41.913475;12.459416
RM026D1;41.903362;12.474472
RM026D2;41.903362;12.474472
RM026D3;41.903362;12.474472
RM035D1;41.883053;12.488028
RM035D2;41.883053;12.488028
RM035D3;41.883053;12.488028
RM036D1;41.881222;12.485806
RM036D2;41.881222;12.485806
RM037D1;41.878414;12.477611
RM037D2;41.878414;12.477611
RM037D3;41.878414;12.477611
RM038D1;41.874111;12.480166
RM038D2;41.874111;12.480166
RM038D3;41.874111;12.480166
RM039D1;41.87508;12.468888
RM039D2;41.87508;12.468888
RM039D3;41.87508;12.468888
RM040D1;41.88311;12.469417
RM040D2;41.88311;12.469417
RM040D3;41.88311;12.469417
RM041D1;41.882164;12.461027
RM041D2;41.882164;12.461027
RM042D1;41.871387;12.449028
RM042D2;41.871387;12.449028
RM042D3;41.871387;12.449028
RM059D1;41.909805;12.475444
RM073D1;41.872219;12.444528
RM073D2;41.872219;12.444528
RM073D3;41.872219;12.444528
RM079D1;41.903557;12.420806
RM079D2;41.903557;12.420806
RM079D3;41.903557;12.420806
RM081D1;41.898781;12.427945
RM081D2;41.898781;12.427945
RM081D3;41.898781;12.427945
RM082D1;41.897835;12.442417
RM082D2;41.897835;12.442417
RM082D3;41.897835;12.442417
RM083D1;41.905251;12.445528
RM083D2;41.905251;12.445528
RM083D3;41.905251;12.445528
RM084D1;41.910973;12.444917
RM084D2;41.910973;12.444917
RM084D3;41.910973;12.444917
RM085D1;41.889252;12.447194
RM085D2;41.889252;12.447194
RM087D1;41.920361;12.455611
RM087D2;41.920361;12.455611
RM088D1;41.922695;12.458388
RM088D2;41.922695;12.458388
RM088D3;41.922695;12.458388
RM105D1;41.92289;12.478305
RM105D3;41.92289;12.478305
RM106D1;41.922222;12.482611
RM106D2;41.922222;12.482611
RM106D3;41.922222;12.482611
RM186D1;41.875164;12.488334
RM186D2;41.875164;12.488334
RM186D3;41.875164;12.488334
RM225D1;41.90617;12.4815
RM226D1;41.909725;12.476611
RM227D1;41.904583;12.478611
RM229D1;41.899002;12.481111
RM230D1;41.899334;12.476472
RM235D1;41.898529;12.473778
RM241D1;41.906197;12.480361
RM242D1;41.893974;12.433028
RM248D1;41.889725;12.471389
RM257D1;41.899559;12.470778
RM262D1;41.894058;12.471555
RM262D2;41.894058;12.471555
RM262D3;41.894058;12.471555
RM265D1;41.899754;12.475944
RM328D1;41.87672;12.444639
RM328D2;41.87672;12.444639
RM328D3;41.87672;12.444639
RM329D1;41.887501;12.477111
RM336D1;41.889362;12.475888
RM337D1;41.902279;12.480444
RM337D2;41.902279;12.480444
RM337D3;41.902279;12.480444
RM343D1;41.895473;12.469832
RM344D1;41.897419;12.467916
RM358D1;41.869637;12.461555
RM358D2;41.869637;12.461555
RM358D3;41.869637;12.461555
RM360D1;41.904667;12.468222
RM360D2;41.904667;12.468222
RM360D3;41.904667;12.468222
RM364D1;41.903809;12.411333
RM364D2;41.903809;12.411333
RM364D3;41.903809;12.411333
RM366D1;41.877083;12.463111
RM366D2;41.877083;12.463111
RM373D1;41.898418;12.466361
RM374D1;41.897057;12.470194
RM400D1;41.901337;12.479805
RM400D2;41.901337;12.479805
RM400D3;41.901337;12.479805
RM401D1;41.896141;12.474972
RM401D2;41.896141;12.474972
RM401D3;41.896141;12.474972
RM402D1;41.895863;12.474972
RM403D1;41.901447;12.483277
RM406D1;41.901447;12.483277
RM440D1;41.910362;12.486084
RM444D1;41.909668;12.473527
RM466D1;41.89592;12.468416
RM467D1;41.899029;12.468222
RM468D1;41.898308;12.470611
RM605D1;41.910584;12.422029
RM605D2;41.910584;12.422029
RM605D3;41.910584;12.422029
RM614D1;41.886417;12.471499
RM614D2;41.886417;12.471499
RM614D3;41.886417;12.471499
RM618D1;41.897278;12.489028
RM618D2;41.897278;12.489028
RM679D1;41.900364;12.460722
RM679D2;41.900364;12.460722
RM007G1;41.898724;12.48875
RM007G3;41.898724;12.48875
RM008G1;41.908058;12.490139
RM008G2;41.908058;12.490139
RM008G3;41.908058;12.490139
RM012G1;41.895946;12.494361
RM012G2;41.895946;12.494361
RM012G3;41.895946;12.494361
RM014G1;41.912056;12.470333
RM014G2;41.912056;12.470333
RM014G3;41.912056;12.470333
RM015G1;41.890278;12.473361
RM015G2;41.890278;12.473361
RM015G3;41.890278;12.473361
RM017G1;41.896809;12.477888
RM017G2;41.896809;12.477888
RM017G3;41.896809;12.477888
RM020G1;41.906555;12.458583
RM020G2;41.906555;12.458583
RM020G3;41.906555;12.458583
RM021G1;41.895668;12.452639
RM021G2;41.895668;12.452639
RM021G3;41.895668;12.452639
RM023G1;41.909973;12.464389
RM023G2;41.909973;12.464389
RM023G3;41.909973;12.464389
RM024G1;41.917835;12.473139
RM024G2;41.917835;12.473139
RM024G3;41.917835;12.473139
RM025G1;41.913475;12.459416
RM025G2;41.913475;12.459416
RM025G3;41.913475;12.459416
RM026G1;41.903362;12.474472
RM026G2;41.903362;12.474472
RM026G3;41.903362;12.474472
RM036G1;41.881222;12.485806
RM036G2;41.881222;12.485806
RM037G1;41.878414;12.477611
RM037G2;41.878414;12.477611
RM037G3;41.878414;12.477611
RM039G2;41.87508;12.468888
RM039G3;41.87508;12.468888
RM040G1;41.88311;12.469417
RM040G2;41.88311;12.469417
RM040G3;41.88311;12.469417
RM042G1;41.871387;12.449028
RM042G2;41.871387;12.449028
RM042G3;41.871387;12.449028
RM043G1;41.878136;12.456416
RM043G2;41.878136;12.456416
RM043G3;41.878136;12.456416
RM073G1;41.872219;12.444528
RM073G2;41.872219;12.444528
RM073G3;41.872219;12.444528
RM079G1;41.903557;12.420806
RM079G2;41.903557;12.420806
RM079G3;41.903557;12.420806
RM081G1;41.898781;12.427945
RM081G2;41.898781;12.427945
RM081G3;41.898781;12.427945
RM082G1;41.897835;12.442417
RM082G2;41.897835;12.442417
RM082G3;41.897835;12.442417
RM087G1;41.920361;12.455611
RM087G2;41.920361;12.455611
RM088G1;41.922695;12.458388
RM088G3;41.922695;12.458388
RM089G1;41.926666;12.462611
RM089G2;41.926666;12.462611
RM089G3;41.926666;12.462611
RM105G1;41.92289;12.478305
RM105G2;41.92289;12.478305
RM105G3;41.92289;12.478305
RM106G1;41.922222;12.482611
RM106G2;41.922222;12.482611
RM106G3;41.922222;12.482611
RM720D1;41.875221;12.489695
RM720D2;41.875221;12.489695
RM720D3;41.875221;12.489695
RM721D1;41.910778;12.457139
RM721D2;41.910778;12.457139
RM721D3;41.910778;12.457139
RM734D1;41.886696;12.474972
RM778D1;41.910168;12.477944
RM720G1;41.875221;12.489695
RM720G2;41.875221;12.489695
RM720G3;41.875221;12.489695
RM721G1;41.910778;12.457139
RM721G2;41.910778;12.457139
RM721G3;41.910778;12.457139
RM737G1;41.912781;12.444639
RM737G2;41.912781;12.444639
RM737G3;41.912781;12.444639
RM856D1;41.90453;12.484028
RM793G1;41.908947;12.478138
RM793G2;41.908947;12.478138
RM793G3;41.908947;12.478138
RM920D3;41.901916;12.441112
RM927D1;41.912807;12.467944
RM927D2;41.912807;12.467944
RM927D3;41.912807;12.467944
RM920G1;41.901916;12.441112
RM920G2;41.901916;12.441112
RM920G3;41.901916;12.441112
RM921G1;41.904278;12.426417
RM921G2;41.904278;12.426417
RM921G3;41.904278;12.426417
RM927G1;41.912807;12.467944
RM927G2;41.912807;12.467944
RM927G3;41.912807;12.467944
RM548D1;41.919724;12.462777
RM548D2;41.919724;12.462777
RM548D3;41.919724;12.462777
RM550D1;41.898056;12.468249
RM550D2;41.898056;12.468249
RM550D3;41.898056;12.468249
RM579D1;41.9165;12.477694
RM580D1;41.89875;12.434916
RM580D2;41.89875;12.434916
RM580D3;41.89875;12.434916
RM586D1;41.89389;12.489667
RM586D2;41.89389;12.489667
RM586D3;41.89389;12.489667
RM601G1;41.865997;12.465278
RM601G2;41.865997;12.465278
RM601G3;41.865997;12.465278
RM605G1;41.910584;12.422029
RM605G2;41.910584;12.422029
RM605G3;41.910584;12.422029
RM614G1;41.886417;12.471499
RM614G2;41.886417;12.471499
RM614G3;41.886417;12.471499
RM360G1;41.904667;12.468222
RM360G2;41.904667;12.468222
RM360G3;41.904667;12.468222
RM366G1;41.877083;12.463111
RM366G2;41.877083;12.463111
RM370G1;41.899639;12.478389
RM370G2;41.899639;12.478389
RM548G1;41.919724;12.462777
RM548G2;41.919724;12.462777
RM548G3;41.919724;12.462777
RM590G1;41.87122;12.468082
RM590G2;41.87122;12.468082
RM590G3;41.87122;12.468082
RM328G2;41.87672;12.444639
RM328G3;41.87672;12.444639
RM337G1;41.902279;12.480444
RM337G2;41.902279;12.480444
RM337G3;41.902279;12.480444
RM358G1;41.869637;12.461555
RM358G2;41.869637;12.461555
RM358G3;41.869637;12.461555
RM523D1;41.904167;12.475389
RM525D1;41.9025;12.477638
RM526D1;41.90353;12.478138
RM527D1;41.898445;12.475306
RM529D1;41.900085;12.47775
RM530D1;41.900139;12.479388
RM531D1;41.906807;12.477471
RM534D1;41.905529;12.479555
RM044D1;41.863136;12.46925
RM044D2;41.863136;12.46925
RM044D3;41.863136;12.46925
RM045D1;41.861359;12.452583
RM045D2;41.861359;12.452583
RM045D3;41.861359;12.452583
RM048D1;41.860111;12.457305
RM048D2;41.860111;12.457305
RM048D3;41.860111;12.457305
RM049D1;41.847969;12.458388
RM049D2;41.847969;12.458388
RM049D3;41.847969;12.458388
RM050D2;41.854748;12.451056
RM052D1;41.851582;12.479361
RM052D2;41.851582;12.479361
RM052D3;41.851582;12.479361
RM053D1;41.847195;12.48575
RM053D2;41.847195;12.48575
RM053D3;41.847195;12.48575
RM054D1;41.852665;12.48725
RM054D2;41.852665;12.48725
RM054D3;41.852665;12.48725
RM055D1;41.850445;12.494555
RM055D2;41.850445;12.494555
RM055D3;41.850445;12.494555
RM056D1;41.830498;12.494722
RM056D2;41.830498;12.494722
RM056D3;41.830498;12.494722
RM057D1;41.830582;12.468082
RM057D2;41.830582;12.468082
RM057D3;41.830582;12.468082
RM058D1;41.843166;12.471389
RM058D2;41.843166;12.471389
RM058D3;41.843166;12.471389
RM060D1;41.821362;12.480194
RM060D2;41.821362;12.480194
RM060D3;41.821362;12.480194
RM061D1;41.824333;12.462972
RM061D2;41.824333;12.462972
RM061D3;41.824333;12.462972
RM062D1;41.817581;12.479805
RM062D2;41.817581;12.479805
RM062D3;41.817581;12.479805
RM064D1;41.807194;12.482916
RM064D2;41.807194;12.482916
RM064D3;41.807194;12.482916
RM065D1;41.819611;12.439667
RM065D2;41.819611;12.439667
RM065D3;41.819611;12.439667
RM067D1;41.8465;12.433195
RM067D2;41.8465;12.433195
RM068D1;41.841972;12.428167
RM068D2;41.841972;12.428167
RM068D3;41.841972;12.428167
RM069D1;41.859028;12.419028
RM069D2;41.859028;12.419028
RM070D1;41.827499;12.408777
RM070D2;41.827499;12.408777
RM070D3;41.827499;12.408777
RM074D1;41.877666;12.425694
RM074D2;41.877666;12.425694
RM074D3;41.877666;12.425694
RM076D1;41.884167;12.421167
RM076D2;41.884167;12.421167
RM076D3;41.884167;12.421167
RM156D1;41.855331;12.472305
RM156D2;41.855331;12.472305
RM156D3;41.855331;12.472305
RM163D1;41.840275;12.54639
RM163D2;41.840275;12.54639
RM163D3;41.840275;12.54639
RM164D1;41.825111;12.563723
RM164D2;41.825111;12.563723
RM164D3;41.825111;12.563723
RM165D1;41.812248;12.574722
