# Created: Mon Aug 04 14:42:14 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.075
#	output:	new-results/terasort/out-0.075.csv
#	metrics-output:	new-results/terasort/metrics-0.075.csv
#
# Points picked
# 	(1.0, 30.0, 2.0)
# 	(4.0, 20.0, 3.0)
# 	(1.0, 20.0, 4.0)
# 	(2.0, 10.0, 5.0)
# 	(1.0, 10.0, 6.0)
# 	(2.0, 50.0, 6.0)
# 	(4.0, 40.0, 7.0)
# 	(2.0, 40.0, 8.0)
# 	(4.0, 30.0, 9.0)
# 	(1.0, 30.0, 10.0)
x2	x3	x1	objective	RandomSubSpaces	MLPerceptron	LeastSquares	LinearRegression	Discretization	GaussianCurves	RBF	BagClassify	IsoRegression	
2.0	40.0	5.0	158.8800	213.8541	164.2379	137.1299	245.0922	203.2570	281.2671	312.3710	286.0894	308.6440	
2.0	50.0	5.0	191.0900	213.8541	265.6565	151.3078	297.3862	203.2570	312.5879	312.3646	286.0894	308.6440	
4.0	10.0	5.0	51.2800	197.0250	32.6121	64.4499	88.2102	203.2570	111.6435	312.5021	141.6697	97.8700	
4.0	20.0	5.0	71.6400	197.0250	37.6937	78.6278	140.5042	203.2570	130.3435	312.4247	141.6697	97.8700	
4.0	30.0	5.0	97.8800	213.8541	47.2401	92.8056	192.7982	203.2570	161.6605	312.3619	286.0894	97.8700	
4.0	40.0	5.0	100.7400	213.8541	65.5705	106.9835	245.0922	203.2570	196.3875	312.3238	286.0894	308.6440	
4.0	50.0	5.0	124.5700	213.8541	100.7234	121.1614	297.3862	203.2570	224.5882	312.3168	286.0894	308.6440	
1.0	10.0	6.0	90.7600	177.6978	68.6267	106.1430	88.2102	203.2570	169.8327	304.6761	146.9284	97.8700	
1.0	20.0	6.0	125.4400	177.6978	94.5350	120.3208	140.5042	203.2570	205.3386	303.0080	146.9284	97.8700	
1.0	30.0	6.0	174.1600	194.5269	137.5405	134.4987	192.7982	203.2570	251.1172	301.6762	286.0894	97.8700	
1.0	40.0	6.0	247.1600	194.5269	208.4909	148.6766	245.0922	203.2570	294.2703	300.8757	286.0894	308.6440	
1.0	50.0	6.0	296.7600	194.5269	319.1355	162.8545	297.3862	203.2570	321.9186	300.7289	286.0894	308.6440	
2.0	10.0	6.0	67.8700	177.6978	49.2707	91.0698	88.2102	203.2570	138.3770	303.2009	146.9284	97.8700	
2.0	20.0	6.0	88.4400	177.6978	63.7672	105.2476	140.5042	203.2570	168.7240	301.2502	146.9284	97.8700	
2.0	30.0	6.0	113.0500	194.5269	88.2924	119.4255	192.7982	203.2570	211.3824	299.6971	286.0894	97.8700	
2.0	40.0	6.0	145.1200	194.5269	130.3468	133.6034	245.0922	203.2570	254.1443	298.7653	286.0894	308.6440	
2.0	50.0	6.0	169.2200	194.5269	201.5272	147.7813	297.3862	203.2570	284.4580	298.5946	286.0894	308.6440	
4.0	10.0	6.0	50.8700	177.6978	32.6123	60.9233	88.2102	203.2570	103.1630	302.3228	141.6697	97.8700	
4.0	20.0	6.0	75.5600	177.6978	36.8461	75.1012	140.5042	203.2570	117.2817	300.2065	141.6697	97.8700	
4.0	30.0	6.0	95.8300	194.5269	44.0738	89.2791	192.7982	203.2570	144.0002	298.5242	286.0894	97.8700	
4.0	40.0	6.0	101.3000	194.5269	56.7669	103.4570	245.0922	203.2570	175.3510	297.5160	286.0894	308.6440	
4.0	50.0	6.0	143.5000	194.5269	79.6038	117.6349	297.3862	203.2570	202.4698	297.3315	286.0894	308.6440	
1.0	10.0	7.0	80.2900	177.6978	72.0235	102.6164	88.2102	203.2570	158.4993	235.4036	146.9284	97.8700	
1.0	20.0	7.0	122.0600	177.6978	95.7413	116.7943	140.5042	203.2570	188.8680	225.8985	146.9284	97.8700	
1.0	30.0	7.0	152.8100	194.5269	131.3923	130.9722	192.7982	203.2570	229.5454	219.1812	286.0894	97.8700	
1.0	40.0	7.0	193.4800	194.5269	185.1686	145.1501	245.0922	203.2570	268.9783	215.4629	286.0894	308.6440	
1.0	50.0	7.0	250.6200	194.5269	266.1844	159.3280	297.3862	203.2570	295.4994	214.8052	286.0894	308.6440	
2.0	10.0	7.0	64.4800	177.6978	51.6780	87.5432	88.2102	203.2570	127.3184	226.9320	146.9284	97.8700	
2.0	20.0	7.0	88.3300	177.6978	65.5943	101.7211	140.5042	203.2570	152.0590	217.1748	146.9284	97.8700	
2.0	30.0	7.0	112.3300	194.5269	87.1107	115.8990	192.7982	203.2570	189.0627	210.3749	286.0894	97.8700	
2.0	40.0	7.0	129.3400	194.5269	120.6061	130.0769	245.0922	203.2570	227.6276	206.6442	286.0894	308.6440	
2.0	50.0	7.0	151.7200	194.5269	173.1261	144.2548	297.3862	203.2570	256.5515	205.9868	286.0894	308.6440	
4.0	10.0	7.0	52.9000	177.6978	33.5209	57.3968	88.2102	203.2570	96.5959	222.3549	141.6697	97.8700	
4.0	20.0	7.0	63.4200	177.6978	37.8353	71.5747	140.5042	203.2570	106.1059	212.5205	141.6697	97.8700	
4.0	30.0	7.0	76.1400	194.5269	44.6848	85.7526	192.7982	203.2570	128.0089	205.7177	286.0894	97.8700	
4.0	40.0	7.0	92.0200	194.5269	55.7082	99.9305	245.0922	203.2570	155.6476	202.0030	286.0894	308.6440	
4.0	50.0	7.0	126.5500	194.5269	73.7531	114.1083	297.3862	203.2570	181.3193	201.3497	286.0894	308.6440	
1.0	10.0	8.0	84.5100	177.6978	79.2385	99.0899	88.2102	203.2570	149.0548	147.5371	146.9284	97.8700	
1.0	20.0	8.0	107.5200	177.6978	103.9026	113.2678	140.5042	203.2570	174.3747	141.8463	146.9284	97.8700	
1.0	30.0	8.0	142.7300	194.5269	138.0515	127.4457	192.7982	203.2570	209.8806	138.3359	286.0894	97.8700	
1.0	40.0	8.0	178.7000	194.5269	184.3992	141.6235	245.0922	203.2570	245.3960	136.5472	286.0894	308.6440	
1.0	50.0	8.0	236.4800	194.5269	246.9961	155.8014	297.3862	203.2570	270.5114	136.2413	286.0894	308.6440	
2.0	10.0	8.0	56.4400	177.6978	56.2160	84.0167	88.2102	203.2570	118.6900	142.4213	146.9284	97.8700	
2.0	20.0	8.0	73.5000	177.6978	71.3305	98.1946	140.5042	203.2570	138.0625	137.3579	146.9284	97.8700	
2.0	30.0	8.0	92.7600	194.5269	93.2769	112.3725	192.7982	203.2570	169.4662	134.2575	286.0894	97.8700	
2.0	40.0	8.0	114.5700	194.5269	124.6379	126.5503	245.0922	203.2570	203.7041	132.6844	286.0894	308.6440	
2.0	50.0	8.0	136.9900	194.5269	168.9278	140.7282	297.3862	203.2570	230.9465	132.4158	286.0894	308.6440	
4.0	10.0	8.0	51.7300	177.6978	35.0424	53.8703	88.2102	203.2570	92.4869	139.9472	141.6697	97.8700	
4.0	20.0	8.0	60.3200	177.6978	39.9505	68.0482	140.5042	203.2570	97.7047	135.2019	141.6697	97.8700	
4.0	30.0	8.0	90.0200	194.5269	47.4364	82.2260	192.7982	203.2570	114.9284	132.3065	286.0894	97.8700	
4.0	40.0	8.0	96.5300	194.5269	58.8286	96.4039	245.0922	203.2570	138.7870	130.8404	286.0894	308.6440	
4.0	50.0	8.0	105.4300	194.5269	76.1335	110.5818	297.3862	203.2570	162.7436	130.5903	286.0894	308.6440	
1.0	10.0	9.0	84.2700	177.6978	89.1307	95.5634	88.2102	203.2570	142.1745	122.2891	146.9284	97.8700	
1.0	20.0	9.0	121.5000	177.6978	116.2935	109.7412	140.5042	203.2570	162.8276	120.0852	146.9284	97.8700	
1.0	30.0	9.0	150.8700	194.5269	151.7471	123.9191	192.7982	203.2570	193.3808	118.7736	286.0894	97.8700	
1.0	40.0	9.0	158.6200	194.5269	195.9510	138.0970	245.0922	203.2570	224.9892	118.1188	286.0894	308.6440	
1.0	50.0	9.0	218.6400	194.5269	249.2355	152.2749	297.3862	203.2570	248.4797	118.0077	286.0894	308.6440	
2.0	10.0	9.0	58.9600	177.6978	62.3966	80.4902	88.2102	203.2570	113.1407	120.3034	146.9284	97.8700	
2.0	20.0	9.0	74.2100	177.6978	79.7079	94.6680	140.5042	203.2570	127.7035	118.4145	146.9284	97.8700	
2.0	30.0	9.0	94.0700	194.5269	103.8324	108.8459	192.7982	203.2570	153.8821	117.2935	286.0894	97.8700	
2.0	40.0	9.0	115.4700	194.5269	136.2763	123.0238	245.0922	203.2570	183.8989	116.7346	286.0894	308.6440	
2.0	50.0	9.0	130.9600	194.5269	178.2900	137.2017	297.3862	203.2570	209.2429	116.6399	286.0894	308.6440	
4.0	10.0	9.0	47.7800	177.6978	37.0921	50.3437	88.2102	203.2570	91.2214	119.3712	141.6697	97.8700	
4.0	20.0	9.0	54.1300	177.6978	42.9385	64.5216	140.5042	203.2570	92.7369	117.6321	141.6697	97.8700	
4.0	30.0	9.0	72.4400	194.5269	51.6685	78.6995	192.7982	203.2570	105.7031	116.6014	286.0894	97.8700	
4.0	40.0	9.0	76.0600	194.5269	64.5411	92.8774	245.0922	203.2570	125.9326	116.0879	286.0894	308.6440	
4.0	50.0	9.0	92.1400	194.5269	83.2051	107.0553	297.3862	203.2570	147.9909	116.0009	286.0894	308.6440	
1.0	10.0	10.0	87.0600	177.6978	101.2550	92.0368	88.2102	203.2570	138.2538	117.5099	146.9284	97.8700	
1.0	20.0	10.0	119.9100	177.6978	131.6389	106.2147	140.5042	203.2570	154.8132	116.0738	146.9284	97.8700	
1.0	30.0	10.0	149.9200	194.5269	169.4925	120.3926	192.7982	203.2570	180.8239	115.2249	286.0894	97.8700	
1.0	40.0	10.0	193.0000	194.5269	213.7241	134.5705	245.0922	203.2570	208.6772	114.8026	286.0894	308.6440	
1.0	50.0	10.0	291.0800	194.5269	262.4258	148.7484	297.3862	203.2570	230.3689	114.7310	286.0894	308.6440	
2.0	10.0	10.0	57.0400	177.6978	70.1044	76.9636	88.2102	203.2570	111.0185	116.2155	146.9284	97.8700	
2.0	20.0	10.0	81.5700	177.6978	90.2420	91.1415	140.5042	203.2570	121.5319	114.9932	146.9284	97.8700	
2.0	30.0	10.0	95.5100	194.5269	117.4281	105.3194	192.7982	203.2570	143.0679	114.2718	286.0894	97.8700	
2.0	40.0	10.0	146.6100	194.5269	152.3578	119.4973	245.0922	203.2570	169.1263	113.9134	286.0894	308.6440	
2.0	50.0	10.0	215.5800	194.5269	194.7349	133.6752	297.3862	203.2570	192.4118	113.8527	286.0894	308.6440	
4.0	10.0	10.0	52.0700	177.6978	39.6878	46.8172	88.2102	203.2570	92.9668	115.6112	141.6697	97.8700	
4.0	20.0	10.0	59.8200	177.6978	46.7613	60.9951	140.5042	203.2570	91.5468	114.4894	141.6697	97.8700	
4.0	30.0	10.0	80.2200	194.5269	57.1790	75.1730	192.7982	203.2570	100.8690	113.8280	286.0894	97.8700	
4.0	40.0	10.0	86.3700	194.5269	72.2258	89.3509	245.0922	203.2570	117.7737	113.4995	286.0894	308.6440	
4.0	50.0	10.0	93.5400	194.5269	93.3783	103.5288	297.3862	203.2570	137.8186	113.4439	286.0894	308.6440	


# Created: Mon Aug 04 14:42:16 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.075
#	output:	new-results/terasort/out-0.075.csv
#	metrics-output:	new-results/terasort/metrics-0.075.csv
#
# Points picked
# 	(4.0, 30.0, 7.0)
# 	(1.0, 20.0, 4.0)
# 	(4.0, 20.0, 6.0)
# 	(1.0, 10.0, 6.0)
# 	(1.0, 40.0, 5.0)
# 	(4.0, 30.0, 4.0)
# 	(4.0, 50.0, 6.0)
# 	(2.0, 10.0, 2.0)
# 	(4.0, 40.0, 6.0)
# 	(2.0, 10.0, 8.0)
x2	x3	x1	objective	RandomSubSpaces	MLPerceptron	LeastSquares	LinearRegression	Discretization	GaussianCurves	RBF	BagClassify	IsoRegression	
1.0	10.0	2.0	197.7700	130.3835	159.8046	130.7146	153.6349	173.2700	136.1714	133.8176	126.3360	162.7125	
1.0	20.0	2.0	378.2800	130.3835	217.8112	143.9403	153.6349	173.2700	151.4242	133.8159	126.3360	162.7125	
1.0	30.0	2.0	439.7700	130.3835	266.2464	157.1659	153.6349	173.2700	165.3817	133.8095	125.0177	162.7125	
1.0	40.0	2.0	646.0500	137.2127	291.4332	170.3915	153.6349	173.2700	173.6542	133.7911	125.0177	162.7125	
1.0	50.0	2.0	644.2200	137.2127	301.8386	183.6171	153.6349	173.2700	173.8290	133.7501	125.0177	162.7125	
2.0	10.0	2.0	122.2600	130.3835	122.8631	120.3828	133.5291	86.1640	125.3057	133.8157	126.3360	162.7125	
2.0	20.0	2.0	193.7800	130.3835	163.3518	133.6084	133.5291	86.1640	138.5523	133.8068	126.3360	162.7125	
2.0	30.0	2.0	256.8900	130.3835	221.3828	146.8340	133.5291	86.1640	151.8955	133.7735	125.0177	162.7125	
2.0	40.0	2.0	323.5800	137.2127	269.0895	160.0596	133.5291	121.9600	161.1853	133.6773	125.0177	162.7125	
2.0	50.0	2.0	407.8700	137.2127	293.5966	173.2852	133.5291	121.9600	163.6868	133.4650	125.0177	162.7125	
4.0	10.0	2.0	72.2300	130.3835	100.4098	99.7191	93.3175	86.1640	104.0668	107.0765	122.1057	162.7125	
4.0	20.0	2.0	116.1100	130.3835	108.6221	112.9447	93.3175	86.1640	108.3388	106.9235	122.1057	162.7125	
4.0	30.0	2.0	168.4500	130.3835	128.4076	126.1703	93.3175	86.1640	115.2438	106.8946	125.0177	162.7125	
4.0	40.0	2.0	237.2300	137.2127	169.9511	139.3959	93.3175	121.9600	122.7434	106.8879	125.0177	162.7125	
4.0	50.0	2.0	362.6600	137.2127	227.9629	152.6216	93.3175	121.9600	128.5592	106.8861	125.0177	162.7125	
1.0	10.0	3.0	121.6500	130.3835	141.4248	120.5482	153.6349	173.2700	134.1496	133.8109	126.3360	162.7125	
1.0	20.0	3.0	219.5600	130.3835	196.9231	133.7738	153.6349	173.2700	151.7442	133.7825	126.3360	162.7125	
1.0	30.0	3.0	290.4400	130.3835	250.8822	146.9994	153.6349	173.2700	168.3610	133.6774	125.0177	162.7125	
1.0	40.0	3.0	379.0900	137.2127	282.2054	160.2250	153.6349	173.2700	178.7720	133.3774	125.0177	162.7125	
1.0	50.0	3.0	485.7900	137.2127	295.7886	173.4506	153.6349	173.2700	179.9474	132.7311	125.0177	162.7125	
2.0	10.0	3.0	112.3200	130.3835	110.9145	110.2163	133.5291	86.1640	121.3977	133.7806	126.3360	162.7125	
2.0	20.0	3.0	170.8600	130.3835	145.2026	123.4419	133.5291	86.1640	136.6784	133.6324	126.3360	162.7125	
2.0	30.0	3.0	220.8800	130.3835	200.9579	136.6676	133.5291	86.1640	152.6222	133.0950	125.0177	162.7125	
2.0	40.0	3.0	234.0400	137.2127	254.3264	149.8932	133.5291	121.9600	164.2688	131.6521	125.0177	162.7125	
2.0	50.0	3.0	282.4400	137.2127	284.8981	163.1188	133.5291	121.9600	168.1978	128.9411	125.0177	162.7125	
4.0	10.0	3.0	66.5100	130.3835	94.2021	89.5527	93.3175	86.1640	98.5483	106.8964	122.1057	162.7125	
4.0	20.0	3.0	86.0800	130.3835	101.0315	102.7783	93.3175	86.1640	103.4487	106.8872	122.1057	162.7125	
4.0	30.0	3.0	116.7500	130.3835	116.9684	116.0039	93.3175	86.1640	111.7768	106.8854	125.0177	162.7125	
4.0	40.0	3.0	157.9000	137.2127	152.2984	129.2295	93.3175	121.9600	121.0735	106.8850	125.0177	162.7125	
4.0	50.0	3.0	182.7200	137.2127	208.4893	142.4551	93.3175	121.9600	128.5218	106.8849	125.0177	162.7125	
1.0	10.0	4.0	105.3100	130.3835	124.0162	110.3817	153.6349	173.2700	129.9252	133.7643	126.3360	162.7125	
1.0	20.0	4.0	172.0700	130.3835	175.0416	123.6073	153.6349	173.2700	149.1549	133.5525	126.3360	162.7125	
1.0	30.0	4.0	234.2300	130.3835	232.7873	136.8329	153.6349	173.2700	167.9373	132.7926	125.0177	162.7125	
1.0	40.0	4.0	308.7800	137.2127	270.7651	150.0585	153.6349	173.2700	180.3603	130.8152	125.0177	162.7125	
1.0	50.0	4.0	374.3800	137.2127	288.2595	163.2841	153.6349	173.2700	182.8188	127.3311	125.0177	162.7125	
2.0	10.0	4.0	72.5000	130.3835	99.5184	100.0499	133.5291	86.1640	115.6638	133.5381	126.3360	162.7125	
2.0	20.0	4.0	109.4900	130.3835	127.9353	113.2755	133.5291	86.1640	132.3647	132.4782	126.3360	162.7125	
2.0	30.0	4.0	147.8300	130.3835	179.4136	126.5011	133.5291	86.1640	150.4597	129.1785	125.0177	162.7125	
2.0	40.0	4.0	182.4400	137.2127	236.7925	139.7267	133.5291	121.9600	164.3176	123.1118	125.0177	162.7125	
2.0	50.0	4.0	226.1300	137.2127	273.9965	152.9523	133.5291	121.9600	169.8807	116.9790	125.0177	162.7125	
4.0	10.0	4.0	54.7500	130.3835	87.3461	79.3862	93.3175	86.1640	92.6687	106.8864	122.1057	162.7125	
4.0	20.0	4.0	75.8700	130.3835	93.1584	92.6118	93.3175	86.1640	97.9851	106.8852	122.1057	162.7125	
4.0	30.0	4.0	99.5400	130.3835	106.0258	105.8374	93.3175	86.1640	107.5266	106.8849	125.0177	162.7125	
4.0	40.0	4.0	135.6200	137.2127	135.4230	119.0630	93.3175	121.9600	118.4746	106.8849	125.0177	162.7125	
4.0	50.0	4.0	147.7500	137.2127	187.7219	132.2886	93.3175	121.9600	127.5216	106.8849	125.0177	162.7125	
1.0	10.0	5.0	100.1100	130.3835	107.9034	100.2153	153.6349	173.2700	123.8642	133.6353	126.3360	162.7125	
1.0	20.0	5.0	150.1000	130.3835	153.1072	113.4409	153.6349	173.2700	143.7799	132.9315	126.3360	162.7125	
1.0	30.0	5.0	199.1300	130.3835	212.3253	126.6665	153.6349	173.2700	163.9393	130.6083	125.0177	162.7125	
1.0	40.0	5.0	256.9800	137.2127	257.0069	139.8921	153.6349	173.2700	177.9942	125.7332	125.0177	162.7125	
1.0	50.0	5.0	306.4200	137.2127	279.1812	153.1177	153.6349	173.2700	181.8787	119.8053	125.0177	162.7125	
2.0	10.0	5.0	72.5300	130.3835	88.6894	89.8834	133.5291	86.1640	108.6627	132.8845	126.3360	162.7125	
2.0	20.0	5.0	101.6800	130.3835	111.8314	103.1090	133.5291	86.1640	125.9590	129.7298	126.3360	162.7125	
2.0	30.0	5.0	128.9900	130.3835	157.6303	116.3346	133.5291	86.1640	145.4672	122.6224	125.0177	162.7125	
2.0	40.0	5.0	158.8800	137.2127	216.7663	129.5602	133.5291	121.9600	161.1139	115.1583	125.0177	162.7125	
2.0	50.0	5.0	191.0900	137.2127	260.7245	142.7858	133.5291	121.9600	168.3329	110.9032	125.0177	162.7125	
4.0	10.0	5.0	51.2800	130.3835	80.0081	69.2197	93.3175	86.1640	87.0941	106.8853	122.1057	162.7125	
4.0	20.0	5.0	71.6400	130.3835	85.0322	82.4453	93.3175	86.1640	92.5495	106.8850	122.1057	162.7125	
4.0	30.0	5.0	97.8800	130.3835	95.4678	95.6709	93.3175	86.1640	102.9342	106.8849	125.0177	162.7125	
4.0	40.0	5.0	100.7400	137.2127	119.5205	108.8966	93.3175	121.9600	115.1784	106.8849	125.0177	162.7125	
4.0	50.0	5.0	124.5700	137.2127	166.4237	122.1222	93.3175	121.9600	125.5955	106.8849	125.0177	162.7125	
1.0	10.0	6.0	90.7600	108.7547	93.3677	90.0488	153.6349	173.2700	116.7802	133.5361	126.3360	102.7800	
1.0	20.0	6.0	125.4400	108.7547	132.0868	103.2744	153.6349	173.2700	136.3291	132.4693	126.3360	102.7800	
1.0	30.0	6.0	174.1600	108.7547	190.2197	116.5000	153.6349	173.2700	156.8788	129.1519	125.0177	102.7800	
1.0	40.0	6.0	247.1600	115.5840	241.0066	129.7256	153.6349	173.2700	171.9553	123.0672	125.0177	102.7800	
1.0	50.0	6.0	296.7600	115.5840	268.5951	142.9512	153.6349	173.2700	177.2125	116.9354	125.0177	102.7800	
2.0	10.0	6.0	67.8700	108.7547	78.5762	79.7169	133.5291	86.1640	101.3350	132.3992	126.3360	102.7800	
2.0	20.0	6.0	88.4400	108.7547	97.1433	92.9426	133.5291	86.1640	118.3124	127.9730	126.3360	102.7800	
2.0	30.0	6.0	113.0500	108.7547	136.5396	106.1682	133.5291	86.1640	138.2938	119.6990	125.0177	102.7800	
2.0	40.0	6.0	145.1200	115.5840	194.8920	119.3938	133.5291	121.9600	155.0559	112.8791	125.0177	102.7800	
2.0	50.0	6.0	169.2200	115.5840	245.0899	132.6194	133.5291	121.9600	163.7246	109.6241	125.0177	102.7800	
4.0	10.0	6.0	50.8700	108.7547	72.4986	59.0533	93.3175	86.1640	82.5848	106.8852	122.1057	102.7800	
4.0	20.0	6.0	75.5600	108.7547	76.8527	72.2789	93.3175	86.1640	87.8804	106.8849	122.1057	102.7800	
4.0	30.0	6.0	95.8300	108.7547	85.3374	85.5045	93.3175	86.1640	98.6179	106.8849	125.0177	102.7800	
4.0	40.0	6.0	101.3000	115.5840	104.7570	98.7301	93.3175	121.9600	111.6205	106.8849	125.0177	102.7800	
4.0	50.0	6.0	143.5000	115.5840	145.4309	111.9557	93.3175	121.9600	122.9872	106.8849	125.0177	102.7800	
1.0	10.0	7.0	80.2900	108.7547	80.6304	79.8823	153.6349	173.2700	109.7572	133.6196	110.4010	76.1400	
1.0	20.0	7.0	122.0600	108.7547	112.8186	93.1079	153.6349	173.2700	127.9477	132.8572	110.4010	76.1400	
1.0	30.0	7.0	152.8100	108.7547	167.4787	106.3335	153.6349	173.2700	147.8462	130.3651	109.0827	76.1400	
1.0	40.0	7.0	193.4800	115.5840	223.0398	119.5591	153.6349	173.2700	163.1811	125.2540	109.0827	76.1400	
1.0	50.0	7.0	250.6200	115.5840	256.6389	132.7847	153.6349	173.2700	169.5481	119.2464	109.0827	76.1400	
2.0	10.0	7.0	64.4800	108.7547	69.4017	69.5505	133.5291	86.1640	94.7983	132.8065	110.4010	76.1400	
2.0	20.0	7.0	88.3300	108.7547	84.0959	82.7761	133.5291	86.1640	110.5961	129.4324	110.4010	76.1400	
2.0	30.0	7.0	112.3300	108.7547	116.9847	96.0017	133.5291	86.1640	130.0434	122.0737	109.0827	76.1400	
2.0	40.0	7.0	129.3400	115.5840	172.1315	109.2273	133.5291	121.9600	147.0803	114.6885	109.0827	76.1400	
2.0	50.0	7.0	151.7200	115.5840	227.3164	122.4529	133.5291	121.9600	156.7717	110.6265	109.0827	76.1400	
4.0	10.0	7.0	52.9000	108.7547	65.2044	48.8868	93.3175	86.1640	79.8265	106.8853	106.1707	76.1400	
4.0	20.0	7.0	63.4200	108.7547	68.9367	62.1124	93.3175	86.1640	84.6904	106.8849	106.1707	76.1400	
4.0	30.0	7.0	76.1400	108.7547	75.8171	75.3380	93.3175	86.1640	95.2388	106.8849	109.0827	76.1400	
4.0	40.0	7.0	92.0200	115.5840	91.3140	88.5636	93.3175	121.9600	108.3476	106.8849	109.0827	76.1400	
4.0	50.0	7.0	126.5500	115.5840	125.5489	101.7892	93.3175	121.9600	120.0988	106.8849	109.0827	76.1400	
1.0	10.0	8.0	84.5100	108.7547	69.8143	69.7159	153.6349	173.2700	103.8781	133.7546	110.4010	56.4400	
1.0	20.0	8.0	107.5200	108.7547	95.8897	82.9415	153.6349	173.2700	119.9279	133.5049	110.4010	56.4400	
1.0	30.0	8.0	142.7300	108.7547	145.2209	96.1671	153.6349	173.2700	138.2348	132.6149	109.0827	56.4400	
1.0	40.0	8.0	178.7000	115.5840	203.5649	109.3927	153.6349	173.2700	153.0263	130.3409	109.0827	56.4400	
1.0	50.0	8.0	236.4800	115.5840	243.4918	122.6183	153.6349	173.2700	160.0703	126.4753	109.0827	56.4400	
2.0	10.0	8.0	56.4400	108.7547	61.3732	59.3840	133.5291	86.1640	90.0682	133.4879	110.4010	56.4400	
2.0	20.0	8.0	73.5000	108.7547	72.8504	72.6096	133.5291	86.1640	104.0079	132.2493	110.4010	56.4400	
2.0	30.0	8.0	92.7600	108.7547	99.5996	85.8352	133.5291	86.1640	121.9965	128.5031	109.0827	56.4400	
2.0	40.0	8.0	114.5700	115.5840	149.6095	99.0608	133.5291	121.9600	138.4253	122.0206	109.0827	56.4400	
2.0	50.0	8.0	136.9900	115.5840	207.8426	112.2864	133.5291	121.9600	148.5545	115.9510	109.0827	56.4400	
4.0	10.0	8.0	51.7300	108.7547	58.4923	38.7203	93.3175	86.1640	79.2599	106.8862	106.1707	56.4400	
4.0	20.0	8.0	60.3200	108.7547	61.6249	51.9459	93.3175	86.1640	83.4881	106.8851	106.1707	56.4400	
4.0	30.0	8.0	90.0200	108.7547	67.1553	65.1716	93.3175	86.1640	93.3352	106.8849	109.0827	56.4400	
4.0	40.0	8.0	96.5300	115.5840	79.3804	78.3972	93.3175	121.9600	105.8805	106.8849	109.0827	56.4400	
4.0	50.0	8.0	105.4300	115.5840	107.4517	91.6228	93.3175	121.9600	117.3895	106.8849	109.0827	56.4400	
1.0	10.0	9.0	84.2700	108.7547	60.9142	59.5494	153.6349	173.2700	99.9520	133.8088	110.4010	56.4400	
1.0	20.0	9.0	121.5000	108.7547	81.5814	72.7750	153.6349	173.2700	113.3834	133.7724	110.4010	56.4400	
1.0	30.0	9.0	150.8700	108.7547	124.4628	86.0006	153.6349	173.2700	129.3894	133.6378	109.0827	56.4400	
1.0	40.0	9.0	158.6200	115.5840	183.1810	99.2262	153.6349	173.2700	142.9206	133.2549	109.0827	56.4400	
1.0	50.0	9.0	218.6400	115.5840	229.3058	112.4518	153.6349	173.2700	150.1207	132.4382	109.0827	56.4400	
2.0	10.0	9.0	58.9600	108.7547	54.6088	49.2176	133.5291	86.1640	87.8011	133.7699	110.4010	56.4400	
2.0	20.0	9.0	74.2100	108.7547	63.4609	62.4432	133.5291	86.1640	99.4689	133.5801	110.4010	56.4400	
2.0	30.0	9.0	94.0700	108.7547	84.7382	75.6688	133.5291	86.1640	115.2854	132.8967	109.0827	56.4400	
2.0	40.0	9.0	115.4700	115.5840	128.3974	88.8944	133.5291	121.9600	130.3162	131.0990	109.0827	56.4400	
2.0	50.0	9.0	130.9600	115.5840	187.2835	102.1200	133.5291	121.9600	140.2423	127.8622	109.0827	56.4400	
4.0	10.0	9.0	47.7800	108.7547	52.6267	28.5539	93.3175	86.1640	80.9660	106.8939	106.1707	56.4400	
4.0	20.0	9.0	54.1300	108.7547	55.1880	41.7795	93.3175	86.1640	84.4465	106.8867	106.1707	56.4400	
4.0	30.0	9.0	72.4400	108.7547	59.5726	55.0051	93.3175	86.1640	93.1823	106.8853	109.0827	56.4400	
4.0	40.0	9.0	76.0600	115.5840	69.1022	68.2307	93.3175	121.9600	104.5782	106.8850	109.0827	56.4400	
4.0	50.0	9.0	92.1400	115.5840	91.6043	81.4563	93.3175	121.9600	115.2558	106.8849	109.0827	56.4400	
1.0	10.0	10.0	87.0600	108.7547	53.8017	49.3829	153.6349	173.2700	98.3354	133.8174	110.4010	56.4400	
1.0	20.0	10.0	119.9100	108.7547	69.8911	62.6085	153.6349	173.2700	108.9999	133.8150	110.4010	56.4400	
1.0	30.0	10.0	149.9200	108.7547	105.9492	75.8341	153.6349	173.2700	122.3018	133.8062	109.0827	56.4400	
1.0	40.0	10.0	193.0000	115.5840	162.5784	89.0597	153.6349	173.2700	134.0427	133.7805	109.0827	56.4400	
1.0	50.0	10.0	291.0800	115.5840	214.1694	102.2854	153.6349	173.2700	140.8898	133.7234	109.0827	56.4400	
2.0	10.0	10.0	57.0400	108.7547	49.1095	39.0511	133.5291	86.1640	88.1476	133.8149	110.4010	56.4400	
