# Created: Mon Aug 04 14:42:31 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.RandomSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.175
#	output:	new-results/terasort/out-0.175.csv
#	metrics-output:	new-results/terasort/metrics-0.175.csv
#
# Points picked
# 	(4.0, 50.0, 2.0)
# 	(2.0, 40.0, 10.0)
# 	(4.0, 10.0, 3.0)
# 	(4.0, 20.0, 8.0)
# 	(2.0, 20.0, 7.0)
# 	(1.0, 40.0, 2.0)
# 	(4.0, 40.0, 8.0)
# 	(2.0, 20.0, 10.0)
# 	(1.0, 30.0, 8.0)
# 	(2.0, 20.0, 5.0)
# 	(1.0, 30.0, 6.0)
# 	(1.0, 10.0, 10.0)
# 	(4.0, 20.0, 4.0)
# 	(2.0, 40.0, 6.0)
# 	(4.0, 20.0, 5.0)
# 	(4.0, 20.0, 6.0)
# 	(1.0, 20.0, 8.0)
# 	(1.0, 40.0, 9.0)
# 	(4.0, 10.0, 2.0)
# 	(1.0, 20.0, 7.0)
# 	(1.0, 50.0, 2.0)
# 	(2.0, 30.0, 6.0)
# 	(4.0, 20.0, 10.0)
x2	x3	x1	objective	RBF	LinearRegression	MLPerceptron	LeastSquares	Discretization	RandomSubSpaces	IsoRegression	GaussianCurves	BagClassify	
2.0	40.0	3.0	234.0400	206.4943	216.8998	205.0429	217.8304	305.1480	226.8089	199.5950	267.0618	262.7727	
2.0	50.0	3.0	282.4400	208.7421	216.8998	242.5223	243.6099	305.1480	226.8089	199.5950	292.6480	262.7727	
4.0	10.0	3.0	66.5100	60.4004	124.6759	28.8714	63.1093	164.5913	140.7331	199.5950	109.5988	201.5142	
4.0	20.0	3.0	86.0800	83.5128	124.6759	52.3685	88.8888	164.5913	140.7331	199.5950	122.9120	201.5142	
4.0	30.0	3.0	116.7500	145.1787	124.6759	86.3493	114.6683	164.5913	156.8989	199.5950	147.1875	201.5142	
4.0	40.0	3.0	157.9000	196.9189	124.6759	122.7986	140.4477	164.5913	201.6024	199.5950	175.5038	229.1806	
4.0	50.0	3.0	182.7200	207.8713	124.6759	151.4307	166.2272	164.5913	201.6024	199.5950	199.5383	229.1806	
1.0	10.0	4.0	105.3100	126.5986	263.0118	152.8231	166.9732	305.1480	176.2502	186.9400	179.0134	197.1301	
1.0	20.0	4.0	172.0700	173.9858	263.0118	204.9381	192.7527	305.1480	176.2502	186.9400	213.6740	211.1253	
1.0	30.0	4.0	234.2300	201.3097	263.0118	265.5509	218.5322	305.1480	192.4161	186.9400	256.4247	211.1253	
1.0	40.0	4.0	308.7800	207.9750	263.0118	348.0840	244.3116	305.1480	234.9776	186.9400	295.5493	221.8772	
1.0	50.0	4.0	374.3800	208.8681	263.0118	463.1411	270.0911	305.1480	234.9776	186.9400	319.0318	221.8772	
2.0	10.0	4.0	72.5000	97.4324	216.8998	87.4105	128.2819	305.1480	160.4794	186.9400	143.9951	197.1301	
2.0	20.0	4.0	109.4900	148.3214	216.8998	127.0407	154.0613	305.1480	160.4794	186.9400	170.4976	211.1253	
2.0	30.0	4.0	147.8300	193.1453	216.8998	162.0698	179.8408	305.1480	176.6452	186.9400	207.0596	211.1253	
2.0	40.0	4.0	182.4400	206.8335	216.8998	191.5032	205.6203	305.1480	200.0880	186.9400	243.5147	221.8772	
2.0	50.0	4.0	226.1300	208.7712	216.8998	222.7822	231.3997	305.1480	200.0880	186.9400	268.8647	221.8772	
4.0	10.0	4.0	54.7500	61.9680	124.6759	23.5728	50.8992	164.5913	140.7331	186.9400	99.4280	136.4282	
4.0	20.0	4.0	75.8700	87.6765	124.6759	43.3163	76.6786	164.5913	140.7331	186.9400	108.9208	143.8998	
4.0	30.0	4.0	99.5400	150.8430	124.6759	74.3085	102.4581	164.5913	156.8989	186.9400	129.5317	143.8998	
4.0	40.0	4.0	135.6200	198.4924	124.6759	111.1981	128.2376	164.5913	174.8815	186.9400	155.2876	171.5662	
4.0	50.0	4.0	147.7500	208.0215	124.6759	143.1328	154.0171	164.5913	174.8815	186.9400	178.7219	171.5662	
1.0	10.0	5.0	100.1100	130.2389	263.0118	133.6072	154.7630	305.1480	169.7067	165.3243	166.6041	168.2108	
1.0	20.0	5.0	150.1000	176.4208	263.0118	182.5082	180.5425	305.1480	169.7067	165.3243	197.2121	182.2060	
1.0	30.0	5.0	199.1300	201.9492	263.0118	235.2183	206.3220	305.1480	177.9010	165.3243	236.2630	182.2060	
1.0	40.0	5.0	256.9800	208.0598	263.0118	303.1713	232.1015	305.1480	220.4625	165.3243	272.9903	192.9579	
1.0	50.0	5.0	306.4200	208.8753	263.0118	399.9439	257.8809	305.1480	220.4625	165.3243	296.1957	192.9579	
2.0	10.0	5.0	72.5300	100.5376	216.8998	74.5339	116.0717	305.1480	153.9359	165.3243	131.2447	168.2108	
2.0	20.0	5.0	101.6800	151.7188	216.8998	113.5104	141.8512	305.1480	153.9359	165.3243	153.1449	182.2060	
2.0	30.0	5.0	128.9900	194.4025	216.8998	150.1026	167.6306	305.1480	162.1301	165.3243	185.3498	182.2060	
2.0	40.0	5.0	158.8800	207.0166	216.8998	179.7645	193.4101	305.1480	185.5730	165.3243	218.8184	192.9579	
2.0	50.0	5.0	191.0900	208.7868	216.8998	207.2918	219.1896	305.1480	185.5730	165.3243	243.5558	192.9579	
4.0	10.0	5.0	51.2800	63.0236	124.6759	19.2961	38.6890	164.5913	134.1896	165.3243	90.7553	136.4282	
4.0	20.0	5.0	71.6400	90.3745	124.6759	35.5583	64.4685	164.5913	134.1896	165.3243	96.3022	143.8998	
4.0	30.0	5.0	97.8800	154.1777	124.6759	62.9811	90.2480	164.5913	142.3838	165.3243	112.9103	143.8998	
4.0	40.0	5.0	100.7400	199.3528	124.6759	99.0319	116.0274	164.5913	160.3664	165.3243	135.6511	171.5662	
4.0	50.0	5.0	124.5700	208.1023	124.6759	133.6451	141.8069	164.5913	160.3664	165.3243	158.0477	171.5662	
1.0	10.0	6.0	90.7600	131.5278	263.0118	115.9223	142.5529	183.0083	166.0468	165.3243	154.7291	160.0938	
1.0	20.0	6.0	125.4400	177.2522	263.0118	162.7716	168.3324	183.0083	166.0468	165.3243	181.0789	174.0890	
1.0	30.0	6.0	174.1600	202.1632	263.0118	210.4234	194.1118	183.0083	174.2411	165.3243	216.1156	174.0890	
1.0	40.0	6.0	247.1600	208.0881	263.0118	266.9885	219.8913	183.0083	220.4625	165.3243	250.1100	184.8409	
1.0	50.0	6.0	296.7600	208.8777	263.0118	346.4511	245.6708	183.0083	220.4625	165.3243	272.7822	184.8409	
2.0	10.0	6.0	67.8700	101.6627	216.8998	62.7041	103.8615	183.0083	143.0009	165.3243	119.8528	160.0938	
2.0	20.0	6.0	88.4400	152.9017	216.8998	100.0018	129.6410	183.0083	143.0009	165.3243	137.1765	174.0890	
2.0	30.0	6.0	113.0500	194.8257	216.8998	137.9373	155.4205	183.0083	151.1952	165.3243	164.9010	174.0890	
2.0	40.0	6.0	145.1200	207.0775	216.8998	168.9515	181.2000	183.0083	178.2980	165.3243	195.1488	184.8409	
2.0	50.0	6.0	169.2200	208.7920	216.8998	194.7675	206.9794	183.0083	178.2980	165.3243	218.9936	184.8409	
4.0	10.0	6.0	50.8700	63.4173	124.6759	15.8886	26.4789	164.5913	130.5296	165.3243	84.2080	131.7082	
4.0	20.0	6.0	75.5600	91.3597	124.6759	29.0631	52.2583	164.5913	130.5296	165.3243	86.0343	139.1798	
4.0	30.0	6.0	95.8300	155.3366	124.6759	52.6784	78.0378	164.5913	138.7239	165.3243	98.6715	139.1798	
4.0	40.0	6.0	101.3000	199.6412	124.6759	86.7108	103.8173	164.5913	160.3664	165.3243	118.2335	166.8462	
4.0	50.0	6.0	143.5000	208.1292	124.6759	123.0386	129.5967	164.5913	160.3664	165.3243	139.2732	166.8462	
1.0	10.0	7.0	80.2900	130.4656	263.0118	99.5708	130.3427	183.0083	166.0468	165.3243	144.3143	150.9400	
1.0	20.0	7.0	122.0600	176.5682	263.0118	144.7896	156.1222	183.0083	166.0468	165.3243	166.5552	164.9352	
1.0	30.0	7.0	152.8100	201.9873	263.0118	189.6032	181.9017	183.0083	174.2411	165.3243	197.6042	164.9352	
1.0	40.0	7.0	193.4800	208.0649	263.0118	238.0479	207.6811	183.0083	220.4625	165.3243	228.7688	180.8756	
1.0	50.0	7.0	250.6200	208.8757	263.0118	302.6931	233.4606	183.0083	220.4625	165.3243	250.7084	180.8756	
2.0	10.0	7.0	64.4800	100.7345	216.8998	52.1343	91.6514	183.0083	143.0009	165.3243	110.6949	150.9400	
2.0	20.0	7.0	88.3300	151.9276	216.8998	86.7869	117.4309	183.0083	143.0009	165.3243	123.8456	164.9352	
2.0	30.0	7.0	112.3300	194.4778	216.8998	125.3891	143.2103	183.0083	151.1952	165.3243	147.3421	164.9352	
2.0	40.0	7.0	129.3400	207.0274	216.8998	158.3911	168.9898	183.0083	178.2980	165.3243	174.4115	180.8756	
2.0	50.0	7.0	151.7200	208.7877	216.8998	184.1428	194.7693	183.0083	178.2980	165.3243	197.1698	180.8756	
4.0	10.0	7.0	52.9000	63.0921	124.6759	13.2018	14.2687	164.5913	130.5296	165.3243	80.2620	126.5197	
4.0	20.0	7.0	63.4200	90.5466	124.6759	23.7312	40.0482	164.5913	130.5296	165.3243	78.8922	133.9913	
4.0	30.0	7.0	76.1400	154.3824	124.6759	43.5925	65.8276	164.5913	138.7239	165.3243	87.9147	133.9913	
4.0	40.0	7.0	92.0200	199.4041	124.6759	74.6763	91.6071	164.5913	160.3664	165.3243	104.3987	159.2647	
4.0	50.0	7.0	126.5500	208.1071	124.6759	111.5145	117.3866	164.5913	160.3664	165.3243	123.8819	159.2647	
1.0	10.0	8.0	84.5100	127.0516	263.0118	84.5519	118.1326	116.4720	166.0468	118.9325	136.1034	125.7544	
1.0	20.0	8.0	107.5200	174.2961	263.0118	127.9665	143.9120	116.4720	166.0468	118.9325	154.6531	147.7851	
1.0	30.0	8.0	142.7300	201.3923	263.0118	171.4314	169.6915	116.4720	174.2411	118.9325	181.9957	147.7851	
1.0	40.0	8.0	178.7000	207.9860	263.0118	214.6981	195.4710	116.4720	220.4625	118.9325	210.4089	165.5202	
1.0	50.0	8.0	236.4800	208.8691	263.0118	267.7025	221.2504	116.4720	220.4625	118.9325	231.4538	165.5202	
2.0	10.0	8.0	56.4400	97.8132	216.8998	42.9394	79.4412	116.4720	143.0009	118.9325	104.4176	125.7544	
2.0	20.0	8.0	73.5000	148.7489	216.8998	74.1989	105.2207	116.4720	143.0009	118.9325	114.0681	147.7851	
2.0	30.0	8.0	92.7600	193.3070	216.8998	112.4800	131.0002	116.4720	151.1952	118.9325	133.8585	147.7851	
2.0	40.0	8.0	114.5700	206.8572	216.8998	147.6023	156.7796	116.4720	178.2980	118.9325	157.9905	165.5202	
2.0	50.0	8.0	136.9900	208.7732	216.8998	174.5540	182.5591	116.4720	178.2980	118.9325	179.5313	165.5202	
4.0	10.0	8.0	51.7300	62.0951	124.6759	11.1005	2.0585	116.4720	130.5296	118.9325	79.1871	111.5294	
4.0	20.0	8.0	60.3200	88.0057	124.6759	19.4245	27.8380	116.4720	130.5296	118.9325	75.3530	121.9230	
4.0	30.0	8.0	90.0200	151.2631	124.6759	35.7965	53.6175	116.4720	138.7239	118.9325	81.3530	121.9230	
4.0	40.0	8.0	96.5300	198.6033	124.6759	63.3347	79.3969	116.4720	160.3664	118.9325	95.0622	146.1558	
4.0	50.0	8.0	105.4300	208.0319	124.6759	99.3968	105.1764	116.4720	160.3664	118.9325	112.8926	146.1558	
1.0	10.0	9.0	84.2700	121.3129	263.0118	70.9627	105.9224	116.4720	166.0468	118.9325	130.5736	125.7544	
1.0	20.0	9.0	121.5000	170.2034	263.0118	112.0190	131.7019	116.4720	166.0468	118.9325	146.0053	147.7851	
1.0	30.0	9.0	150.8700	200.2764	263.0118	154.8831	157.4813	116.4720	174.2411	118.9325	170.0670	147.7851	
1.0	40.0	9.0	158.6200	207.8365	263.0118	195.3741	183.2608	116.4720	220.4625	118.9325	195.9036	165.5202	
1.0	50.0	9.0	218.6400	208.8564	263.0118	239.9888	209.0403	116.4720	220.4625	118.9325	215.9069	165.5202	
2.0	10.0	9.0	58.9600	93.1053	216.8998	35.1332	67.2311	116.4720	143.0009	118.9325	101.3660	125.7544	
2.0	20.0	9.0	74.2100	143.2340	216.8998	62.5553	93.0105	116.4720	143.0009	118.9325	108.3253	147.7851	
2.0	30.0	9.0	94.0700	191.1379	216.8998	99.4077	118.7900	116.4720	151.1952	118.9325	125.0685	147.7851	
2.0	40.0	9.0	115.4700	206.5353	216.8998	136.2938	144.5695	116.4720	178.2980	118.9325	146.6073	165.5202	
2.0	50.0	9.0	130.9600	208.7456	216.8998	165.3165	170.3489	116.4720	178.2980	118.9325	166.8336	165.5202	
4.0	10.0	9.0	47.7800	60.5682	124.6759	9.4676	-10.1516	116.4720	125.7364	118.9325	81.0178	111.5294	
4.0	20.0	9.0	54.1300	83.9680	124.6759	15.9913	15.6278	116.4720	125.7364	118.9325	75.5475	121.9230	
4.0	30.0	9.0	72.4400	145.8313	124.6759	29.2631	41.4073	116.4720	133.9307	118.9325	79.2410	121.9230	
4.0	40.0	9.0	76.0600	197.1079	124.6759	53.0031	67.1868	116.4720	155.5732	118.9325	90.5980	146.1558	
4.0	50.0	9.0	92.1400	207.8895	124.6759	87.0983	92.9662	116.4720	155.5732	118.9325	106.7564	146.1558	
1.0	10.0	10.0	87.0600	113.3899	263.0118	58.9102	93.7122	116.4720	166.0468	118.9325	127.8969	125.7544	
1.0	20.0	10.0	119.9100	163.9095	263.0118	96.9117	119.4917	116.4720	166.0468	118.9325	140.8248	147.7851	
1.0	30.0	10.0	149.9200	198.4405	263.0118	139.2529	145.2712	116.4720	174.2411	118.9325	162.0668	147.7851	
1.0	40.0	10.0	193.0000	207.5863	263.0118	178.7271	171.0507	116.4720	220.4625	118.9325	185.5232	165.5202	
1.0	50.0	10.0	291.0800	208.8353	263.0118	217.9153	196.8301	116.4720	220.4625	118.9325	204.3377	165.5202	
2.0	10.0	10.0	57.0400	86.9925	216.8998	28.6457	55.0209	116.4720	143.0009	118.9325	101.5593	125.7544	
2.0	20.0	10.0	81.5700	135.2451	216.8998	52.0994	80.8004	116.4720	143.0009	118.9325	106.6407	147.7851	
2.0	30.0	10.0	95.5100	187.6418	216.8998	86.4905	106.5798	116.4720	151.1952	118.9325	121.0040	147.7851	
2.0	40.0	10.0	146.6100	205.9982	216.8998	124.3646	132.3593	116.4720	178.2980	118.9325	140.3055	165.5202	
2.0	50.0	10.0	215.5800	208.6994	216.8998	155.9074	158.1388	116.4720	178.2980	118.9325	159.1309	165.5202	
4.0	10.0	10.0	52.0700	58.7201	124.6759	8.2050	-22.3618	116.4720	125.7364	118.9325	85.5557	111.5294	
4.0	20.0	10.0	59.8200	78.8280	124.6759	13.2830	3.4177	116.4720	125.7364	118.9325	79.2628	121.9230	
4.0	30.0	10.0	80.2200	137.9176	124.6759	23.8956	29.1971	116.4720	133.9307	118.9325	81.3777	121.9230	
4.0	40.0	10.0	86.3700	194.6650	124.6759	43.8798	54.9766	116.4720	155.5732	118.9325	90.8403	146.1558	
4.0	50.0	10.0	93.5400	207.6511	124.6759	75.0633	80.7561	116.4720	155.5732	118.9325	105.3550	146.1558	


# Created: Mon Aug 04 14:42:33 EEST 2014
# Active sampler: class gr.ntua.ece.cslab.panic.core.samplers.UniformSampler
# Runtime options:
#	input:	input/terasort.csv
#	sampling-rate:	0.175
#	output:	new-results/terasort/out-0.175.csv
#	metrics-output:	new-results/terasort/metrics-0.175.csv
#
# Points picked
# 	(4.0, 10.0, 2.0)
# 	(4.0, 30.0, 2.0)
# 	(4.0, 50.0, 2.0)
# 	(4.0, 20.0, 3.0)
# 	(2.0, 40.0, 3.0)
# 	(2.0, 10.0, 4.0)
# 	(2.0, 30.0, 4.0)
# 	(1.0, 50.0, 4.0)
# 	(1.0, 20.0, 5.0)
# 	(1.0, 40.0, 5.0)
# 	(1.0, 10.0, 6.0)
# 	(4.0, 20.0, 6.0)
# 	(4.0, 40.0, 6.0)
# 	(4.0, 10.0, 7.0)
# 	(2.0, 30.0, 7.0)
# 	(2.0, 50.0, 7.0)
# 	(2.0, 20.0, 8.0)
# 	(2.0, 40.0, 8.0)
# 	(1.0, 10.0, 9.0)
# 	(1.0, 30.0, 9.0)
# 	(1.0, 50.0, 9.0)
# 	(4.0, 10.0, 10.0)
# 	(4.0, 30.0, 10.0)
x2	x3	x1	objective	RBF	LinearRegression	MLPerceptron	LeastSquares	Discretization	RandomSubSpaces	IsoRegression	GaussianCurves	BagClassify	
1.0	10.0	2.0	197.7700	84.4737	55.6110	164.6979	114.3854	75.5065	113.3798	70.7883	131.1908	112.6922	
1.0	20.0	2.0	378.2800	135.8541	103.3469	217.9008	136.3593	155.2850	125.8810	96.3100	162.6194	120.6015	
1.0	30.0	2.0	439.7700	204.5203	151.0828	288.1580	158.3331	155.2850	180.6645	131.9400	202.4203	161.7622	
1.0	40.0	2.0	646.0500	224.5603	198.8186	380.5056	180.3070	241.6600	203.8411	176.7225	239.5253	213.5910	
1.0	50.0	2.0	644.2200	227.3695	246.5545	495.3775	202.2808	368.5200	232.0977	276.8500	262.5254	265.0881	
2.0	10.0	2.0	122.2600	77.7896	55.6110	104.5460	96.9096	75.5065	109.4684	70.7883	111.3224	101.6687	
2.0	20.0	2.0	193.7800	108.3610	103.3469	139.7291	118.8835	134.7077	117.5493	96.3100	143.6293	109.5779	
2.0	30.0	2.0	256.8900	183.2093	151.0828	204.0288	140.8574	134.7077	158.9367	131.9400	187.3241	156.4274	
2.0	40.0	2.0	323.5800	220.6489	198.8186	309.5863	162.8312	241.6600	186.5336	176.7225	230.3029	208.2563	
2.0	50.0	2.0	407.8700	226.8845	246.5545	447.0090	184.8051	368.5200	214.7902	276.8500	259.3993	265.0881	
4.0	10.0	2.0	72.2300	72.2942	55.6110	86.6075	61.9581	75.5065	105.9524	70.7883	96.1915	96.2896	
4.0	20.0	2.0	116.1100	73.3608	103.3469	116.1740	83.9320	134.7077	118.3589	96.3100	122.2745	106.3486	
4.0	30.0	2.0	168.4500	81.6255	151.0828	176.2670	105.9058	134.7077	152.2252	131.9400	160.7579	140.3406	
4.0	40.0	2.0	237.2300	126.9925	198.8186	269.3534	127.8797	241.6600	179.8221	176.7225	201.0848	195.3988	
4.0	50.0	2.0	362.6600	200.2546	246.5545	368.0555	149.8535	368.5200	214.7902	276.8500	230.9485	252.2306	
1.0	10.0	3.0	121.6500	86.1242	55.6110	147.1862	111.1597	75.5065	119.3171	70.7883	125.0465	112.6922	
1.0	20.0	3.0	219.5600	141.0728	103.3469	193.3819	133.1335	155.2850	131.8184	96.3100	156.7332	120.6015	
1.0	30.0	3.0	290.4400	207.1031	151.0828	254.5328	155.1074	155.2850	186.6019	131.9400	197.5990	161.7622	
1.0	40.0	3.0	379.0900	224.9618	198.8186	333.6323	177.0812	241.6600	209.7784	176.7225	236.2748	213.5910	
1.0	50.0	3.0	485.7900	227.4180	246.5545	436.2831	199.0551	368.5200	238.0350	276.8500	260.8981	265.0881	
2.0	10.0	3.0	112.3200	78.5858	55.6110	94.9060	93.6839	75.5065	102.8683	70.7883	102.4506	101.6687	
2.0	20.0	3.0	170.8600	112.3122	103.3469	121.0661	115.6578	134.7077	110.9492	96.3100	134.1831	109.5779	
2.0	30.0	3.0	220.8800	187.4402	151.0828	169.4326	137.6316	134.7077	152.3366	131.9400	178.3052	156.4274	
2.0	40.0	3.0	234.0400	221.5227	198.8186	253.4604	159.6055	241.6600	179.9335	176.7225	222.5946	208.2563	
2.0	50.0	3.0	282.4400	226.9948	246.5545	378.0532	181.5793	368.5200	208.1901	276.8500	253.5206	265.0881	
4.0	10.0	3.0	66.5100	72.3166	55.6110	78.6280	58.7324	75.5065	99.3524	70.7883	86.5628	96.2896	
4.0	20.0	3.0	86.0800	73.5385	103.3469	97.7478	80.7062	134.7077	111.7588	96.3100	111.0289	106.3486	
4.0	30.0	3.0	116.7500	82.9235	151.0828	140.1480	102.6801	134.7077	145.6251	131.9400	148.8024	140.3406	
4.0	40.0	3.0	157.9000	131.9578	198.8186	217.4037	124.6540	241.6600	173.2220	176.7225	189.5322	195.3988	
4.0	50.0	3.0	182.7200	203.2238	246.5545	318.4268	146.6278	368.5200	208.1901	276.8500	220.8279	252.2306	
1.0	10.0	4.0	105.3100	87.1779	55.6110	132.3640	107.9339	75.5065	119.3171	70.7883	118.5233	112.6922	
1.0	20.0	4.0	172.0700	144.1616	103.3469	172.3376	129.9078	155.2850	131.8184	96.3100	149.4488	120.6015	
1.0	30.0	4.0	234.2300	208.4960	151.0828	226.1442	151.8816	155.2850	186.6019	131.9400	190.1797	152.0965	
1.0	40.0	4.0	308.7800	225.1728	198.8186	294.7337	173.8555	241.6600	209.7784	176.7225	229.3795	203.9254	
1.0	50.0	4.0	374.3800	227.4434	246.5545	383.2366	195.8294	368.5200	238.0350	276.8500	255.0583	263.5481	
2.0	10.0	4.0	72.5000	79.0993	55.6110	87.8248	90.4582	75.5065	102.8683	70.7883	93.6217	101.6687	
2.0	20.0	4.0	109.4900	114.7457	103.3469	107.4341	112.4320	134.7077	110.9492	96.3100	123.6991	109.5779	
2.0	30.0	4.0	147.8300	189.7866	151.0828	143.7222	134.4059	134.7077	152.3366	131.9400	166.9123	146.7617	
2.0	40.0	4.0	182.4400	221.9843	198.8186	208.5116	156.3797	241.6600	179.9335	176.7225	211.2909	198.5906	
2.0	50.0	4.0	226.1300	227.0526	246.5545	313.3705	178.3536	368.5200	208.1901	276.8500	243.3187	263.5481	
4.0	10.0	4.0	54.7500	72.3311	55.6110	73.6495	55.5066	75.5065	99.3524	70.7883	77.5210	96.2896	
4.0	20.0	4.0	75.8700	73.6539	103.3469	85.7464	77.4805	134.7077	111.7588	96.3100	99.4897	106.3486	
4.0	30.0	4.0	99.5400	83.7558	151.0828	114.0904	99.4544	134.7077	145.6251	131.9400	135.3780	140.3406	
4.0	40.0	4.0	135.6200	134.9341	198.8186	172.3572	121.4282	241.6600	173.2220	176.7225	175.3630	195.3988	
4.0	50.0	4.0	147.7500	204.8341	246.5545	264.6808	143.4021	368.5200	208.1901	276.8500	207.3252	252.2306	
1.0	10.0	5.0	100.1100	87.4939	55.6110	119.8912	104.7082	75.5065	119.3171	70.7883	112.1176	112.6922	
1.0	20.0	5.0	150.1000	145.0540	103.3469	154.2026	126.6820	155.2850	131.8184	96.3100	141.3320	120.6015	
1.0	30.0	5.0	199.1300	208.8815	151.0828	201.6872	148.6559	155.2850	186.6019	131.9400	180.7521	152.0965	
1.0	40.0	5.0	256.9800	225.2305	198.8186	262.2529	170.6298	241.6600	209.7784	176.7225	219.4012	203.9254	
1.0	50.0	5.0	306.4200	227.4504	246.5545	338.3671	192.6036	368.5200	238.0350	276.8500	245.4941	263.5481	
2.0	10.0	5.0	72.5300	79.2541	55.6110	82.5614	87.2324	75.5065	102.8683	70.7883	85.5094	100.3040	
2.0	20.0	5.0	101.6800	115.4626	103.3469	97.3926	109.2063	134.7077	110.9492	96.3100	112.9963	108.2132	
2.0	30.0	5.0	128.9900	190.4442	151.0828	124.7492	131.1801	134.7077	152.3366	131.9400	154.0559	146.7617	
2.0	40.0	5.0	158.8800	222.1109	198.8186	174.0705	153.1540	241.6600	179.9335	176.7225	197.3143	198.5906	
2.0	50.0	5.0	191.0900	227.0684	246.5545	257.9523	175.1279	368.5200	208.1901	276.8500	229.6423	263.5481	
4.0	10.0	5.0	51.2800	72.3356	55.6110	70.5675	52.2809	75.5065	99.3524	70.7883	69.7573	94.9249	
4.0	20.0	5.0	71.6400	73.6888	103.3469	78.1391	74.2548	134.7077	111.7588	96.3100	88.5661	104.9839	
4.0	30.0	5.0	97.8800	84.0059	151.0828	96.4445	96.2286	134.7077	145.6251	131.9400	121.5692	140.3406	
4.0	40.0	5.0	100.7400	135.7993	198.8186	137.2829	118.2025	241.6600	173.2220	176.7225	159.7453	195.3988	
4.0	50.0	5.0	124.5700	205.2808	246.5545	212.9277	140.1763	368.5200	208.1901	276.8500	191.5715	252.2306	
1.0	10.0	6.0	90.7600	87.0295	55.6110	109.4801	101.4825	75.5065	97.3318	70.7883	106.3634	103.6907	
1.0	20.0	6.0	125.4400	143.7372	103.3469	138.6226	123.4563	155.2850	109.8330	96.3100	133.0746	111.5999	
1.0	30.0	6.0	174.1600	208.3101	151.0828	180.3367	145.4302	155.2850	155.6198	131.9400	170.1350	125.4276	
1.0	40.0	6.0	247.1600	225.1448	198.8186	234.4977	167.4040	101.0080	178.7964	176.7225	207.2200	164.4378	
1.0	50.0	6.0	296.7600	227.4401	246.5545	301.1592	189.3779	190.8125	216.0497	276.8500	233.0598	199.0678	
2.0	10.0	6.0	67.8700	79.0267	55.6110	78.6063	84.0067	75.5065	93.4204	70.7883	78.7822	91.3025	
2.0	20.0	6.0	88.4400	114.4070	103.3469	89.9163	105.9805	78.0567	101.5013	96.3100	102.9758	99.2117	
2.0	30.0	6.0	113.0500	189.4707	151.0828	110.6957	127.9544	78.0567	133.8920	131.9400	140.8370	120.0928	
2.0	40.0	6.0	145.1200	221.9231	198.8186	148.2149	149.9283	101.0080	161.4889	176.7225	181.8777	159.1030	
2.0	50.0	6.0	169.2200	227.0449	246.5545	213.5134	171.9021	190.8125	198.7422	276.8500	213.6901	199.0678	
4.0	10.0	6.0	50.8700	72.3291	55.6110	68.6625	49.0552	75.5065	81.0706	70.7883	63.8984	85.9234	
4.0	20.0	6.0	75.5600	73.6375	103.3469	73.3879	71.0290	78.0567	93.4771	96.3100	79.1622	95.9824	
4.0	30.0	6.0	95.8300	83.6383	151.0828	84.9810	93.0029	78.0567	118.3467	131.9400	108.5394	113.6717	
4.0	40.0	6.0	101.3000	134.5235	198.8186	112.1881	114.9767	101.0080	145.9436	176.7225	144.0110	155.9112	
4.0	50.0	6.0	143.5000	204.6188	246.5545	168.6973	136.9506	190.8125	189.9083	276.8500	174.9220	187.7503	
1.0	10.0	7.0	80.2900	85.8474	55.6110	100.8663	98.2567	75.5065	94.7798	70.7883	101.7595	103.6907	
1.0	20.0	7.0	122.0600	140.2310	103.3469	125.3407	120.2306	155.2850	107.2810	96.3100	125.3970	111.5999	
1.0	30.0	7.0	152.8100	206.7068	151.0828	161.6317	142.2044	155.2850	155.6198	131.9400	159.2589	125.4276	
1.0	40.0	7.0	193.4800	224.9010	198.8186	210.2118	164.1783	101.0080	178.7964	176.7225	193.9065	164.4378	
1.0	50.0	7.0	250.6200	227.4107	246.5545	269.9064	186.1521	190.8125	216.0497	276.8500	218.8499	199.0678	
2.0	10.0	7.0	64.4800	78.4515	55.6110	75.6065	80.7810	75.5065	90.8684	70.7883	74.0125	91.3025	
2.0	20.0	7.0	88.3300	111.6615	103.3469	84.2906	102.7548	78.0567	98.9493	96.3100	94.4954	99.2117	
2.0	30.0	7.0	112.3300	186.7811	151.0828	100.1953	124.7287	78.0567	133.8920	131.9400	128.3915	120.0928	
2.0	40.0	7.0	129.3400	221.3902	198.8186	128.8812	146.7025	101.0080	161.4889	176.7225	166.3105	159.1030	
2.0	50.0	7.0	151.7200	226.9781	246.5545	179.2335	168.6764	190.8125	198.7422	276.8500	196.8378	199.0678	
4.0	10.0	7.0	52.9000	72.3128	55.6110	67.4816	45.8294	75.5065	78.5186	70.7883	60.4229	85.9234	
4.0	20.0	7.0	63.4200	73.5084	103.3469	70.4390	67.8033	78.0567	90.9251	96.3100	72.0539	95.9824	
4.0	30.0	7.0	76.1400	82.7053	151.0828	77.7165	89.7771	78.0567	118.3467	131.9400	97.3692	113.6717	
