# Sampler used:	class gr.ntua.ece.cslab.panic.core.samplers.GreedyDimensionSampler
# Date:	Mon Aug 04 00:47:14 EEST 2014
Model	MSE	Average	Deviation	R
MLPerceptron			2788.79370	52.80903	41.29709	0.64849
